Gene Symbol	SO:0001619|non-coding_transcript_variant	SO:0001575|splice_donor_variant	SO:0001822|inframe_deletion	SO:0001587|nonsense	SO:0001627|intron_variant	SO:0001819|synonymous_variant	SO:0001582|initiator_codon_variant	SO:0002073|no_sequence_alteration	SO:0002153|genic_upstream_transcript_variant	SO:0001589|frameshift_variant	SO:0001623|5_prime_UTR_variant	SO:0002152|genic_downstream_transcript_variant	SO:0001820|inframe_indel	SO:0001578|stop_lost	SO:0001821|inframe_insertion	SO:0001624|3_prime_UTR_variant	SO:0001574|splice_acceptor_variant	SO:0001583|missense_variant
KLHL26	0	0	0	0	14	0	0	0	0	0	5	0	0	0	0	0	0	19
ECD	16	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	14
KLHL21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5
NFXL1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
LAYN	0	0	0	0	5	0	1	0	0	0	6	0	0	0	0	0	0	9
KLHL22	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
KLHL23	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
KLHL24	30	0	0	1	0	7	6	0	0	0	20	0	0	0	0	1	0	21
PHOX2B	0	0	4	0	0	0	2	0	0	1	0	0	16	0	13	0	0	2
GULP1	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	7
ABHD12B	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	7
RCL1	0	0	0	1	8	0	0	0	0	0	4	0	0	0	0	0	0	8
GCLC	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	3
STT3A	0	0	0	0	6	7	0	0	0	0	10	0	0	0	0	0	0	7
TAF4B	46	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	38
YWHAE	18	0	1	1	0	8	0	0	0	0	1	0	0	0	0	3	0	4
EDA	0	3	0	2	9	2	3	1	0	1	0	0	0	0	0	0	2	7
CNRIP1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3
RTP1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
CHD9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
CHD8	1	0	0	4	98	18	1	0	0	5	4	0	0	1	2	0	0	65
CHD7	0	34	12	134	1574	337	0	0	0	203	0	0	4	0	5	0	26	829
CHD5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CHD4	0	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	6
CHD3	0	1	6	0	36	1	0	0	0	3	0	0	0	0	3	0	0	22
CHD2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1
CHD1	141	0	2	8	0	6	0	0	0	4	0	0	0	0	0	0	0	121
FAM178B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PIDD1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
ABHD16A	28	0	0	3	0	1	0	0	0	2	0	0	0	0	0	0	0	22
SFR1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
UBE2Q2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
GATAD1	149	0	2	1	0	47	0	0	0	2	4	0	0	0	2	1	0	90
YWHAG	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GLRX3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	7
EED	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	8
RFPL1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
RFPL2	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	3
RFPL3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
TBC1D8	39	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	37
DARS2	0	0	0	1	15	4	0	0	0	2	0	0	0	0	0	0	0	8
ABHD14B	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
ABHD14A	0	0	0	0	6	2	0	0	0	0	3	0	0	0	0	0	0	11
GLRX2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2
DARS1	5	0	0	2	3	5	1	0	0	0	13	0	0	0	1	0	0	7
FAM177B	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CCNA2	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	10	0	5
TBC1D1	0	0	0	0	6	0	1	0	0	0	2	0	0	0	0	0	0	8
CCNA1	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
SFPQ	17	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	15
TBC1D2	54	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	50
PSRC1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	5
MMRN1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
TBC1D4	0	1	0	1	7	1	0	0	0	0	0	0	0	0	0	0	0	4
TBC1D5	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	4
TBC1D7	25	0	0	1	15	7	0	0	0	2	0	0	0	0	0	0	0	18
TUBAL3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
TGFBRAP1	35	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	31
ACVR1B	5	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	4
CYGB	70	0	0	1	0	6	1	0	0	1	0	0	0	0	0	48	0	15
TAF1D	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
ACVR1C	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	4
EFS	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	14
TAF1B	0	0	0	0	2	0	0	0	0	1	6	0	0	0	0	0	0	7
TAF1C	0	0	0	1	10	1	0	0	0	0	17	0	0	0	0	0	1	18
UBE2NL	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
TAF1A	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	7
VHL	79	24	5	31	451	174	10	1	0	93	4	0	3	7	6	287	25	399
MDH1B	22	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	22
CHGA	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
EGF	0	3	0	3	29	9	0	0	0	0	0	0	0	0	0	8	0	26
TAF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
LRWD1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6
ABHD16B	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26
ACVR2B	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
ACVR2A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PNKD	12	0	1	1	19	3	2	0	0	0	4	0	0	0	0	0	1	10
ABHD17A	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
ASB8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	12
ASB9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ASB6	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	11	0	16
ACIN1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
VIM	18	0	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	11
QRICH2	29	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	24
VIP	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
ASB3	0	0	0	0	13	0	0	0	0	0	4	0	0	0	0	0	0	13
ASB1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
VIT	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
PNMT	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
EHF	14	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	14
MAML2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MYT1L	1	1	0	0	7	0	0	0	0	1	0	0	0	0	0	6	0	4
RPL31	11	0	1	0	15	1	0	0	0	1	0	0	1	0	1	3	0	9
THYN1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ABAT	0	3	2	6	155	61	1	0	0	2	13	0	0	2	0	5	5	108
ENO1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	2
MICOS13	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
ABCA12	402	0	0	25	0	83	0	0	0	18	2	0	1	0	0	25	0	248
ENO3	0	1	0	2	22	5	1	0	1	0	3	0	0	0	0	0	0	11
ZNG1F	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
GCSH	70	0	0	1	0	17	2	0	0	1	2	0	0	0	0	2	0	47
GPR176	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
GPR171	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	8
CYP1B1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RTTN	0	2	1	11	16	64	2	0	0	2	263	0	1	0	1	0	2	200
RPL37	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ZNG1A	11	0	0	0	10	1	0	0	0	0	2	0	0	0	0	0	0	10
ZNG1B	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
BVES	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ZNG1C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ZNG1E	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3
ANKS1B	0	0	0	0	7	2	1	0	0	0	5	0	0	0	0	1	0	9
CHIA	0	0	0	0	7	1	0	0	0	0	4	0	0	0	0	0	0	6
MECR	98	1	0	4	3	27	2	2	0	1	27	0	0	0	0	0	0	63
WSB1	18	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	18
WSB2	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	8
MED8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2
IFT80	413	0	2	15	5	91	0	0	0	13	59	0	1	0	0	30	1	255
AARSD1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
MED4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MED6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2
RNF123	54	0	0	0	24	2	0	0	0	0	0	0	0	0	0	0	0	76
GPR162	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
IFT88	240	0	0	3	53	55	1	0	0	5	55	0	0	0	1	15	0	179
RNF126	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
RNF128	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	6
IFT81	277	0	3	13	17	65	2	0	0	11	99	0	0	0	0	0	1	186
GPR161	0	0	0	0	10	4	0	0	0	1	5	0	0	0	0	0	0	6
RPL27	9	0	0	0	3	3	0	0	0	0	4	0	0	0	0	0	1	4
ALG10B	0	0	0	1	12	1	0	0	0	0	0	0	0	0	0	0	0	10
UBA52	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RPL28	0	0	0	0	13	4	0	0	0	0	0	0	0	0	0	3	0	9
GPLD1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FTCDNL1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
RNF121	10	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	9
VPS26C	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1
NEDD4L	0	1	0	0	40	28	0	0	0	0	42	0	0	0	1	0	1	46
VPS26A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
SLAIN1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	4
A1BG	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
MEFV	0	0	1	15	314	178	1	1	0	18	0	0	1	0	3	186	1	315
PNPO	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
GSDMB	14	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	12
CHKB	244	0	1	11	0	66	1	0	0	11	4	0	1	0	0	3	0	147
CHKA	19	0	0	0	2	0	1	0	0	1	9	0	0	0	0	0	0	18
PNO1	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	17
SLC16A12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SLC16A11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
TMEM196	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	5
A1CF	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PRRC2B	0	0	0	0	41	3	0	0	0	0	0	0	0	0	0	0	0	38
GPR137C	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
TMEM199	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CYLD	168	0	0	11	3	18	0	0	0	16	16	0	0	0	0	90	0	33
FA2H	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ASAH2B	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
CPEB1	2	0	0	0	5	0	0	0	0	0	8	0	0	0	0	0	0	11
RNF103	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	22
GPR183	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
PNOC	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
CYP1A1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
CPEB3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CPEB2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GSDME	0	0	1	0	12	11	0	0	0	1	29	0	0	0	0	0	0	28
ELN	4	8	0	3	137	38	1	0	0	5	0	0	0	0	0	0	7	87
TMEM181	18	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	19
TMEM182	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	3
ZCWPW2	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11
RNF157	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
ZCWPW1	14	0	0	0	11	2	1	0	0	0	4	0	0	0	0	4	0	17
GPR132	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	0	7
CHL1	4	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	7
GPR137	12	0	0	0	5	1	0	0	0	0	0	0	0	0	0	5	0	12
RNF151	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	11
GPR139	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4
LDLRAP1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GPRASP1	0	0	0	0	34	1	0	0	0	0	0	0	0	0	0	0	0	33
GPRASP2	1	0	1	0	35	3	0	0	0	0	2	0	0	0	0	1	0	29
EMD	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
SLC2A14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
SLC2A11	22	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	22
SLC2A10	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
FN3KRP	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
TMEM175	0	0	0	0	4	0	0	0	0	0	9	0	0	0	0	0	1	9
GCFC2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6
RNF167	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	7
AFTPH	30	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31
SLCO4A1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
RNF166	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	4
ENG	97	10	20	30	39	72	13	0	0	60	217	0	25	0	3	13	15	139
CCDC90B	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	3
NPSR1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2
PLPPR2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	8
RPL10	0	1	0	0	8	7	0	0	0	0	2	0	0	0	0	17	0	19
PLPPR3	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5
PLPPR4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RPL11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1
PLPPR5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TMEM164	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	3
TMEM165	95	0	1	1	0	25	0	0	0	0	1	0	0	0	0	13	0	54
RNF135	0	0	0	1	8	6	0	0	0	2	0	0	1	0	0	15	0	15
TMEM168	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
RNF139	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
RNF138	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CHN2	6	0	0	0	5	0	0	0	0	0	3	0	0	0	0	2	0	9
CHN1	64	0	0	0	12	13	0	0	0	0	4	0	0	0	0	20	0	31
ANKRD53	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	0	14
RPL13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANKRD54	15	0	0	0	5	1	0	0	0	0	1	0	0	0	0	0	0	14
CHML	0	0	0	0	23	1	0	0	0	0	9	0	0	0	0	23	0	32
RPL15	0	1	0	3	81	29	0	0	0	1	3	0	0	0	0	2	2	41
GPR156	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RPL18	27	0	0	0	6	13	0	0	0	0	0	0	0	0	0	0	0	14
GPR155	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANKRD50	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
RNF130	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RPL17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
GPR158	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
RPL19	0	0	0	0	10	0	2	0	0	0	12	0	0	0	0	0	0	2
TIMMDC1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
F10	0	2	0	2	6	5	0	0	0	0	0	0	0	0	0	29	2	30
F11	53	3	0	3	8	17	2	2	0	2	0	0	0	1	0	14	0	20
NMNAT3	6	0	0	0	5	0	0	0	0	0	5	0	0	0	0	2	0	7
RNF145	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GPR143	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
GPR142	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	3
NMNAT1	0	2	0	0	5	0	1	0	0	0	4	0	0	0	0	0	1	1
ABI2	6	0	0	0	4	1	0	0	0	0	1	0	0	0	0	1	0	6
ABI1	12	0	0	0	2	1	0	0	0	0	0	0	0	0	0	5	0	7
ANKRD65	0	0	0	0	19	3	0	0	0	0	0	0	0	0	0	12	0	31
MSRB3	0	1	0	1	5	5	2	0	0	1	16	0	0	0	0	0	0	13
MSRB1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANKRD35	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
ANKRD33	0	0	0	0	4	0	1	0	0	0	5	0	0	0	0	0	0	9
HJURP	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
RNF19B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6
DACH1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	3
NAGLU	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	3
GRAP2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
GRB10	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	6
MEN1	192	17	5	9	129	143	9	0	0	18	9	0	6	0	2	0	3	121
RNF43	0	0	1	1	0	3	0	0	0	1	23	0	0	0	0	0	0	17
DEFB119	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6
FAM24B	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANKRD44	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	37
ANKRD45	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
F2R	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
DEFB110	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
RNF40	0	0	0	0	7	2	0	1	0	0	0	0	0	0	0	0	0	6
RNF41	8	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	6
BSCL2	354	0	7	15	57	106	0	0	0	22	16	0	1	0	3	54	3	229
CLIP1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
MELK	31	0	0	2	12	3	0	0	0	1	9	0	0	0	0	0	0	27
SYPL1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3
CLIP4	23	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	23
NHP2	0	0	1	0	28	14	0	0	0	5	0	0	0	2	0	37	0	38
ANKRD42	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ERP29	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	8
ERF	0	3	0	5	4	4	4	0	0	0	21	0	0	0	0	0	0	15
ERG	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	8
PHPT1	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	14
MAD1L1	0	0	0	1	6	0	0	0	0	0	1	0	0	0	0	0	0	6
ANKRD17	0	0	0	1	8	0	0	0	0	1	0	0	0	0	0	0	0	6
IQCA1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30
ENY2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ANKRD16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
CD151	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ABHD4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ABHD3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
RNF180	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10
ABHD2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANKRD11	121	0	2	5	0	38	0	0	0	8	12	0	0	0	1	0	0	55
ANKRD12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ILDR1	0	0	0	4	30	6	1	0	0	1	0	0	0	0	0	0	0	20
CHRD	35	0	0	0	0	3	0	0	0	1	12	0	0	0	0	0	0	31
ABHD5	217	0	0	9	145	37	1	0	0	4	18	0	0	0	1	91	1	71
MACROH2A1	8	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	5
HMBOX1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7
ZFP57	0	0	0	0	7	1	0	0	0	2	6	0	0	0	0	0	0	4
OARD1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	4
TBXA2R	0	0	0	0	15	1	0	0	0	1	0	0	0	0	0	11	0	8
ABL2	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2
RNF170	12	0	0	0	6	1	0	0	0	1	2	0	0	0	0	0	0	10
ANKRD10	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	10
PPIAL4E	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
STRA6	0	0	0	1	20	3	0	0	0	3	9	0	0	0	0	13	2	5
ANKRD28	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5
CD164	0	0	0	1	19	4	0	0	0	0	0	0	0	0	0	4	0	10
ANKRD29	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
ANKRD26	0	0	2	0	0	0	1	0	0	0	0	0	3	0	1	0	0	1
CD163	41	0	0	1	2	7	0	0	0	0	0	0	0	0	0	0	0	35
ANKRD24	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
GPR108	0	0	0	0	7	5	0	0	0	0	12	0	0	0	0	3	0	20
ANKRD22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
ESRRB	0	1	0	1	29	1	1	0	0	1	10	0	0	0	0	37	0	17
LSM1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASNS	422	0	1	18	70	158	6	0	0	32	1	0	0	0	2	1	1	208
ESRRG	0	0	0	0	7	1	0	0	0	1	3	0	0	0	0	0	0	6
TVP23A	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6
TVP23B	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1
LSM5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PALB2	1	42	3	17	297	164	6	0	0	25	77	0	7	0	4	16	39	65
CNOT4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
TRMT9B	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2
CNOT6	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9
CNOT7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2
ZFP62	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	5
CNOT1	258	0	4	6	11	80	0	0	0	10	0	0	0	0	0	18	0	163
CNOT2	14	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	10
TADA3	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
CNOT3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	2
ZFP64	0	0	0	0	13	1	0	0	0	0	0	4	0	0	0	0	0	17
GPR107	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	7
CNOT8	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	3
EIF4G3	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	9
CNOT9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
RNF185	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4
EIF4G1	0	0	0	0	4	1	0	1	0	0	5	0	0	0	0	0	0	5
DPP10	0	0	0	0	6	2	1	0	0	0	11	0	0	0	0	2	0	13
RNF10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
CALCOCO1	26	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	26
EIF4E3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
RNF13	126	0	1	6	11	30	2	0	0	4	36	0	0	0	1	0	0	89
RNF14	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	3
CALCOCO2	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	5
TREM2	0	0	0	2	20	9	0	0	0	0	0	0	0	0	0	23	2	34
ZFP82	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9
NAGPA	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
